,Ecole,  Durée d'habilitation CTI ,  Moyenne au bac des intégrés ,  Nombre d'élèves par enseignant ,  Part d'enseignants-chercheurs ,  Pourcentage de diplômés poursuivant en thèse ,  Nombre de doctorants (y compris cotutelles) ,  Nombre d'enseignants HDR ,  Part d'élèves en alternance ,  Nombre total d'alternants ,  Durée des stages en entreprise* ,  Politique de chaires industrielles ,  Forums entreprises (+ de 250 salariés) ,  Forums entreprises (réseau PME) ,  Nombre d'anciens sur LinkedIn ,  Pourcentage d'étudiants étrangers ,  Niveau d'anglais exigé ,  Deuxième langue étrangère ,  Durée minimale à l'étranger (hors apprentissage) ,  Durée minimale à l'étranger pour les apprentis ,  Diplômés ayant passé plus d'un semestre à l'étranger en échange académique ,  Diplômés ayant passé plus d'un semestre à l'étranger en stage ,  Élèves par accord de double diplôme international ,  Pourcentage de double diplômés internationaux ,  Réputation internationale ,  Salaire à la sortie ,  Diplômés en poste à l'étranger ,"  Industrie automobile, aéronautique, navale et ferroviaire ","  BTP, construction ",  Énergie ,"  Institutions financières, banque, assurance ",  Industrie des technologies de l'information ,  Technologie de l'information (services) ,  Industrie chimique ou pharmaceutique ,  Industrie agroalimentaire ,"  Agriculture, sylviculture, pêche ",  Transports ,"  Fonction publique, enseignement, recherche ","  Sociétés de conseil, bureaux d’études ",  Autres secteurs industriels ,  Autres secteurs non industriels ,  Cycle prépa intégrée - Nombre d'intégrés à bac ,  Cycle ingénieur - Nombre d'intégrés issus de prépa intégrée ou d'une prépa commune sans distinction géographique ,  Cycle ingénieur - Nombre d'intégrés issus de CPGE ,  Cycle ingénieur - Nombre d'intégrés issus d'admissions parallèles ,  Part d'intégrés via les admissions parallèles ,  Nombre d'intégrés issus de BTS et ATS ,  Moyenne au bac des intégrés issus de BTS et ATS ,  Nombre d'intégrés issus de DUT ,  Moyenne au bac des intégrés issus de DUT ,  Nombre d'intégrés issus de l'université ,  Moyenne au bac des intégrés issus de l'université ,  Proportion de bacheliers S ,  Proportion de bacheliers STI2D ,  Proportion autres bacheliers ,  Nombre de bacheliers ES ,  Nombre de bacheliers L ,  Nombre de bacheliers STL ,  Nombre de bacheliers STAV ,  Nombre d'intégrés issus d'autres bacs ,  Ouverture à de nouveaux publics ,  Frais de scolarité par an ,  Boursiers nationaux ,  Présence sur Parcoursup ,  Part d'étudiantes ,  Villes d'implantation de l'école ,  Élèves rémunérés pendant leurs études ,  Statut de l'école ,  Ministère de tutelle ,  Spécialités proposées ,  Taille des promos en cycle ingénieur ,  Budget BDE et associations par élève ,  Nombre de disciplines sportives 
0,  ESTP - Paris ,Maximale,"15,37","12,99","28,00%","3,76%",22,12,"6,20%",116,45 semaines,Moyenne,141,66,24797,"24,67%",TOEIC : 805,Optionnel,6 mois,2 mois,"41,06%","16,76%","4,6","14,75%",Non présent dans les classements internationnaux,36500-40000 €,"13,49%","0,78%","51,68%","3,62%","22,74%","0,26%","1,29%","0,00%","0,00%","0,00%","1,03%","0,00%","4,91%","1,30%","12,40%",61,Pas de prépa intégrée,553,152,"22,00%",35,"12,7",47,"13,8",54,"15,4",86%,"9,00%",5%,2,1,Pas de bac STL,Pas de bac STAV,39,Forte,8100,"35,50%",Non,"30,00%","Cachan, Dijon, Troyes, Paris",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie architecturale ; génie civil ; ingénierie de construction ; ingénierie électromécanique ; ingénierie de l'environnement,836,139,20
0,  IG2I (Centrale Lille) ,Maximale,"15,06","10,29","78,60%","0,00%",47,,"43,90%",61,65 semaines,Très bonne,81,7,13704,"8,02%",TOEIC : 820,Optionnel,3 mois,3 mois,"0,00%","0,00%",0,,Webometrics : 93 (Nom propre ),32500-36500 €,"15,79%","13,00%","0,00%","0,00%","9,00%","0,00%","38,00%","3,00%","3,00%","0,00%","0,00%","0,00%","19,00%","3,00%","12,00%",52,57,1,10,"14,71%",6,13,0,NC,1,18,100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,2500,"36,70%",Oui,"11,45%",Lens ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",NC,48,101,13
0,  ENAC - Toulouse ,Maximale,"16,53","3,61","39,90%","4,03%",73,20,"23,50%",106,44 semaines,Très bonne,91,71,12108,"9,44%",TOEIC : 785 ; TOEFL : 505,Optionnel,"3,5 mois",2 mois,"6,34%","6,34%",6,"10,43%",THE : 401-500 (ComUE )|Webometrics : 139 (Nom propre ),32500-36500 €,"4,81%","31,58%","0,00%","0,00%","1,05%","3,16%","10,53%","0,00%","0,00%","0,00%","12,63%","5,26%","27,37%","1,05%","7,37%",Pas de prépa intégrée,Pas de prépa intégrée,101,23,"19,00%",2,"16,5",17,"13,6",1,15,99%,"0,00%",1%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Forte,1320,"26,10%",Non,"22,89%","Toulouse, Montpellier",2024,Public,"Ministère de l'écologie, du développement durable et de l'énergie MEDDE",Ingénierie aéronautique et spatiale,166,568,22
0,  Polytech Grenoble ,Maximale,"15,55","11,07","85,20%","4,26%",104,86,"11,10%",83,28 semaines,Correcte,82,77,5218,"13,41%",BULATS : 60,Optionnel,2 mois,"2,5 mois","9,54%","6,87%",5,"9,02%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,32500-36500 €,"13,86%","2,78%","12,96%","2,78%","0,00%","5,55%","36,11%","3,70%","0,00%","0,00%","0,00%","2,78%","0,00%","17,59%","15,74%",134,103,53,222,"59,00%",4,14,73,"14,1",27,"14,4",92%,"6,00%",2%,Pas de bac ES,Pas de bac L,3,Pas de bac STAV,4,Forte,601,"40,40%",Oui,"30,71%",Grenoble ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; ingénierie informatique ; ingénierie électrique et de l'électronique ; ingénierie des systèmes d'information ; matériaux, métallurgie, ingénierie des polymères ; génie géologique ; prévention des risques",299,18,20
0,  EOST - Strasbourg ,Maximale,"15,48","2,51","95,60%","12,12%",68,25,"0,00%",0,35 semaines,Correcte,117,38,786,"12,39%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,,,"9,09%","18,18%",0,,Shanghai : 101-150 (Univ )|QS : 398 (Univ )|THE : 501-600 (Univ )|Webometrics : 2 (Univ )|Classement Shanghai Thématique,29000-32500 €,"31,82%","0,00%","0,00%","27,78%","0,00%","0,00%","5,56%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","66,67%",Pas de prépa intégrée,Pas de prépa intégrée,39,7,"15,00%",0,NC,0,NC,5,"15,4",100%,"0,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,610,"42,40%",Non,"53,10%",Strasbourg ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie pétrolier ; génie géologique,38,106,68
0,  ENSTA Bretagne - Brest ,Maximale,"16,68","6,78","76,40%","9,02%",108,26,"22,30%",142,44 semaines,Bonne,68,72,3957,"11,27%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,6 mois,3 mois,"13,99%","7,00%","5,2","13,37%",Non présent dans les classements internationnaux,36500-40000 €,"7,62%","33,68%","1,05%","6,31%","1,05%","4,74%","5,79%","1,05%","0,53%","0,00%","0,53%","4,22%","11,05%","7,89%","22,11%",Pas de prépa intégrée,Pas de prépa intégrée,173,41,"19,00%",6,15,29,"13,9",6,16,97%,"2,00%",1%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,2,Forte,2200,"24,50%",Non,"23,23%",Brest ,"1683,33",Public,Ministère des Armées (tutelle indirecte via la DGA),"Ingénierie informatique ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie des systèmes ; génie mécanique",240,305,23
0,  ISEP - Paris ,Maximale,"14,48","14,17","43,55%","3,88%",31,16,"23,00%",204,47 semaines,Bonne,82,36,7648,"17,36%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,7 mois,3 mois,"27,92%","21,37%",10,"4,95%",Webometrics : 82 (Nom propre),plus de 40000 €,"23,30%","8,40%","0,00%","5,34%","12,97%","41,98%","3,82%","1,52%","0,00%","0,00%","2,29%","2,29%","0,00%","6,10%","15,26%",232,227,64,32,"10,00%",1,15,10,"14,1",5,"11,7",84%,"9,00%",7%,8,Pas de bac L,Pas de bac STL,Pas de bac STAV,14,Moyenne,8724,"12,00%",Oui,"20,03%","Paris, Issy-les-Moulineaux",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie électrique et de l'électronique / ingénierie des systèmes d'information,359,170,11
0,  EEIGM - INP Lorraine ,Maximale,"16,55","6,79","71,40%","9,46%",33,19,"22,20%",45,31 semaines,Non concerné,14,9,1937,"24,23%","FCE, CAE : 160 ; TOEIC : 850",Obligatoire pour les élèves ingénieurs et validé par une certification externe,14 mois,10 mois,"28,38%","32,43%","2,7","6,35%",Shanghai : 201-300 (Univ )|QS : 801-1000 (Univ )|THE : 601-800 (Univ )|Webometrics : 7 (Univ )|Classement Shanghai Thématique,32500-36500 €,"47,46%","11,54%","7,69%","15,38%","0,00%","0,00%","1,92%","17,31%","0,00%","0,00%","3,85%","1,92%","1,92%","38,46%","0,00%",80,46,7,25,"32,00%",1,13,13,15,5,13,93%,"0,00%",7%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,8,Excellente,601,"36,10%",Oui,"45,62%",Nancy,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Matériaux, métallurgie, ingénierie des polymères",95,34,87
0,  Efrei Paris ,Maximale,"14,37","14,7","38,50%","1,80%",19,3,"21,50%",251,58 semaines,Moyenne,160,85,11488,"19,79%",TOEIC : 800,Optionnel,5 mois,1 mois,"68,73%","25,41%","4,5","13,11%",Non présent dans les classements internationnaux,plus de 40000 €,"17,14%","0,00%","0,00%","6,74%","10,11%","19,10%","20,22%","3,37%","0,00%","0,00%","3,37%","0,00%","25,84%","3,37%","7,86%",464,451,140,222,"27,00%",5,"16,2",117,"13,7",65,"13,8",80%,"5,00%",15%,33,Pas de bac L,Pas de bac STL,Pas de bac STAV,90,Forte,8880,"23,10%",Oui,"18,94%","Villejuif, Bordeaux",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Informatique ; systèmes d'information,510,75,12
0,  ECAM - Lyon - Strasbourg ,Maximale,"14,94","14,12","46,50%","5,76%",22,13,"21,10%",282,48 semaines,Bonne,228,72,7718,"5,78%",TOEIC : 850,Obligatoire et conditionnant l'obtention du diplôme,"4,5 mois",3 mois,"14,88%","7,14%","2,7","11,37%",Non présent dans les classements internationnaux,36500-40000 €,"23,14%","20,79%","7,92%","4,95%","0,99%","2,97%","7,92%","5,94%","0,00%","0,00%","0,99%","2,97%","9,90%","20,79%","13,86%",404,293,122,151,"27,00%",19,"13,5",90,14,16,"12,8",92%,"8,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,3,Forte,7900,"14,10%",Oui,"21,78%","Lyon, Strasbourg, Bourg-en-Bresse",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)","Ingénierie électrique et de l'électronique ; inégenierie de l'électromécanique ; généraliste, génie physique et sciences de l'ingénieur ; génie industriel ; ingénierie de la construction ; génie de l'environnement ; ingénierie du bois",466,151,43
0,  Polytech Marseille ,Maximale,"15,07","8,86","90,40%","5,35%",102,66,"5,70%",55,32 semaines,Non concerné,80,20,6574,"15,87%",TOEIC : 785,Optionnel,1 mois,,"7,54%","4,64%",1,"1,45%",Shanghai : 101-150 (Univ )|QS : 511-520 (Univ )|THE : 351-400 (Univ )|Webometrics : 5 (Univ )|Classement Shanghai Thématique,32500-36500 €,"6,35%","19,57%","9,78%","10,87%","0,00%","6,52%","16,30%","4,35%","0,00%","0,00%","0,00%","0,00%","19,57%","5,44%","7,60%",152,155,111,283,"52,00%",23,"12,7",61,"13,8",34,"14,6",84%,"7,00%",8%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,35,Forte,601,"39,90%",Oui,"33,57%",Marseille,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",ingénierie biologique ; génie civil ; ingénierie informatique ; génie industriel ; bioingénierie - alimentation et ingénierie biomédicale ; ingénierie mécanique et de l'énergie,399,16,93
0,  ISIMA - Clermont-Ferrand ,Maximale,"16,61","8,58","88,90%","13,33%",44,22,"9,60%",27,40 semaines,Correcte,65,37,2952,"24,54%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,"1,5 mois",,"18,81%","1,98%","2,7","7,92%",THE : 601-800 (Univ )|Webometrics : 183 (Nom propre ),29000-32500 €,"5,77%","2,82%","0,00%","0,00%","15,49%","4,23%","52,11%","0,00%","0,00%","1,41%","1,41%","0,00%","7,04%","12,68%","2,82%",Pas de prépa intégrée,17,70,44,"34,00%",2,"16,5",19,"15,1",10,"14,6",84%,"3,00%",13%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,13,Forte,601,"43,90%",Oui,"17,36%",Aubière ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie informatique ; génie logiciel,129,51,44
0,  ISAE-ENSMA - Poitiers ,Maximale,"16,83","8,41","87,10%","13,61%",112,37,"0,00%",0,36 semaines,Bonne,34,70,3198,"7,98%",TOEIC : 785 ; BULATS : 60 ; IELTS : 5.5,Optionnel,3 mois,,"5,67%","2,06%","3,7","0,52%",Webometrics : 197 (Nom propre )|Classement Shanghai Thématique,36500-40000 €,"8,87%","68,18%","0,00%","4,55%","0,00%","4,55%","9,09%","0,00%","0,00%","2,27%","0,00%","0,00%","6,82%","2,27%","2,27%",Pas de prépa intégrée,Pas de prépa intégrée,150,17,"10,18%",15,NC,0,NC,2,NC,97%,"3,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Forte,601,"35,60%",Non,"17,32%",Chasseneuil-du-Poitou ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie aéronautique et spatiale ; matériaux, métallurgie et ingénierie des polymères",196,122,56
0,  ISEN Brest - Rennes - Nantes - Caen (Yncréa Ouest) ,Maximale,"13,88","6,69","78,20%","0,00%",18,22,"53,30%",184,43 semaines,Bonne,113,47,6428,"6,70%",TOEIC : 785,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,3 mois,1 mois,"8,33%","0,00%","3,6","8,64%",Webometrics : 138 (Nom propre ),36500-40000 €,"7,95%","8,33%","0,00%","0,00%","5,00%","5,00%","46,67%","1,67%","0,00%","1,67%","0,00%","0,00%","13,33%","6,67%","11,67%",266,NC,74,24,"24,00%",16,"12,5",6,"13,7",0,NC,82%,"5,00%",13%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,48,Excellente,7700,"20,10%",Oui,"26,82%","Brest, Nantes, Rennes, Caen",0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)","Ingénierie électrique et de l'électronique ; agriculture, forêt et génie des biosystèmes",123,56,87
0,  Grenoble INP - Esisar ,Maximale,"15,85","11,21","60,60%","8,93%",94,14,"21,90%",69,54 semaines,Moyenne,48,122,1547,"12,40%",TOEIC : 800 ; TOEFL : 88,Optionnel,2 mois,1 mois,"0,00%","12,39%",2,"11,58%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 301-350 (ComUE )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,32500-36500 €,"9,80%","2,33%","0,00%","2,33%","2,33%","4,66%","44,19%","2,33%","0,00%","0,00%","0,00%","2,33%","9,30%","16,28%","13,96%",60,57,19,37,"33,00%",5,"15,2",22,"13,8",3,"16,3",92%,"8,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"38,20%",Oui,"11,38%",Valence ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie électrique et de l'électronique ; ingénierie des systèmes d'information,123,51,34
0,  Agrocampus Ouest ,Maximale,"16,54","6,56","86,00%","7,25%",52,71,"9,80%",95,50 semaines,Bonne,58,49,6792,"1,60%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,4 mois,"0,00%","0,00%","6,5","2,29%",THE : 401-500 (ComUE )|Webometrics : 81 (Nom propre )|Classement Shanghai Thématique,29000-32500 €,"10,00%","0,00%","0,00%","0,00%","9,75%","0,00%","0,00%","1,00%","9,50%","7,00%","0,00%","6,50%","7,25%","5,75%","53,25%",101,107,151,68,"21,00%",9,"16,3",34,15,25,"15,3",93%,"0,00%",7%,1,1,4,4,11,Forte,1765,"19,30%",Oui,"69,02%","Rennes, Angers, Fouesnant",0,Public,Ministère de l'Agriculture et de l'Alimentation,"Agriculture, forêt, génie des biosystèmes ; ingénierie agricole/ingénierie biologique ; ingénierie agricole/ingénierie de l'environnement",328,36,13
0,  Télécom Saint-Étienne ,Maximale,"15,2","9,57","71,40%","10,34%",42,30,"28,30%",115,30 semaines,Non concerné,112,139,3107,"11,51%",TOEIC : 800,Obligatoire et conditionnant l'obtention du diplôme,3 mois,3 mois,"4,20%","13,45%","1,8","21,43%",Webometrics : 53 (Univ )|Classement Shanghai Thématique,32500-36500 €,"8,75%","0,00%","0,00%","0,00%","0,00%","40,58%","36,23%","0,00%","0,00%","0,00%","0,00%","0,00%","20,29%","2,90%","0,00%",63,34,81,76,"40,00%",9,"12,1",18,"12,7",6,"12,3",95%,"3,00%",1%,1,Pas de bac L,1,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"37,00%",Oui,"17,35%",Saint-Étienne ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie informatique ; ingénierie optique et photonique,156,160,52
0,  ENSIIE - Évry ,Restreinte,"16,1","24,86","90,50%","7,35%",15,34,"17,10%",73,44 semaines,Correcte,13,7,147,"18,39%",TOEIC : 785 ; BULATS : 60,Optionnel,2 mois,2 mois,"15,85%","9,15%","4,3","8,45%",Non présent dans les classements internationnaux,plus de 40000 €,"14,06%","3,57%","1,79%","1,79%","19,64%","3,57%","25,00%","1,79%","1,79%","0,00%","0,00%","0,00%","12,50%","12,50%","16,07%",Pas de prépa intégrée,Pas de prépa intégrée,104,63,"38,00%",4,"12,3",35,"14,1",7,"15,3",94%,"4,00%",1%,1,1,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"43,50%",Non,"16,67%",Évry ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie des systèmes d'information,174,119,6
0,  ENSEA - Cergy-Pontoise ,Maximale,"14,97","12,92","53,80%","4,86%",33,13,"17,90%",120,44 semaines,Non concerné,100,57,6815,"20,12%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,4 mois,2 mois,"10,04%","7,95%","4,8","11,22%",Webometrics : 136 (Nom propre ),36500-40000 €,"5,83%","18,63%","0,00%","4,90%","0,00%","6,86%","38,24%","0,00%","0,00%","0,00%","3,92%","0,00%","13,73%","6,86%","6,86%",Pas de prépa intégrée,Pas de prépa intégrée,185,113,"38,00%",30,"12,7",70,"12,8",10,"13,1",90%,"10,00%",0%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,1,Excellente,601,"46,70%",Non,"16,90%",Cergy Pontoise ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Ingénierie électrique et de l'électronique ; ingénierie informatique,280,40,21
0,  ESIGELEC - Rouen ,Maximale,"14,02","22,32","47,40%","2,39%",40,11,"52,30%",402,45 semaines,Correcte,88,24,9485,"35,52%",TOEIC : 820,Obligatoire et conditionnant l'obtention du diplôme,4 mois,2 mois,"23,42%","5,23%","1,7","4,74%",THE : 801-1000 (ComUE )|Webometrics : 126 (ComUE ),36500-40000 €,"13,81%","4,35%","5,98%","5,98%","1,63%","5,43%","28,80%","1,09%","0,00%","0,00%","0,00%","2,72%","33,70%","6,52%","3,80%",147,126,79,221,"52,00%",23,"14,3",66,"14,2",13,"14,2",80%,"18,00%",2%,Pas de bac ES,Pas de bac L,2,Pas de bac STAV,4,Excellente,7300,"36,00%",Oui,"21,43%",Saint-Étienne-du-Rouvray,0,Privé,"Label EESPIG (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",Ingénierie des systèmes d'information ; ingénierie électrique et de l'électronique,424,52,22
0,  INSA Rennes ,Maximale,"16,99","6,68","69,20%","11,70%",159,61,"8,30%",92,28 semaines,Moyenne,59,50,5618,"12,29%",TOEIC : 800,Obligatoire pour les élèves ingénieurs et conditionnant l’obtention du diplôme,2 mois,"2,5 mois","3,46%","0,00%","6,2","4,83%",Webometrics : 79 (Nom propre ),32500-36500 €,"4,81%","3,06%","8,67%","2,04%","2,55%","8,67%","20,41%","1,02%","2,04%","0,51%","1,02%","2,04%","32,65%","8,16%","7,14%",274,278,29,100,"25,00%",1,13,69,"14,9",17,"15,9",86%,"2,00%",12%,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,49,Forte,601,"31,80%",Oui,"29,44%",Rennes ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Génie civil ; ingénierie informatique ; ingénierie électrique et de l'électronique ; généraliste, génie physique et sciences de l'ingénieur ; ingénierie de construction, génie industriel",412,38,16
0,  Grenoble INP - Pagora ,Maximale,"15,06","8,52","84,00%","6,82%",30,14,"40,20%",78,34 semaines,Moyenne,60,79,963,"8,92%",TOEIC : 785,Optionnel,3 mois,2 mois,"1,75%","15,79%","1,5","3,03%",Shanghai : 99 (Univ )|QS : 342 (Univ )|THE : 351-400 (Univ )|Webometrics : 15 (Univ )|Classement Shanghai Thématique,32500-36500 €,"24,14%","0,00%","0,00%","0,00%","0,00%","0,00%","7,69%","11,54%","0,00%","0,00%","0,00%","3,85%","0,00%","69,24%","7,69%",Pas de prépa intégrée,3,41,25,"36,00%",0,NC,18,"14,6",4,"14,3",89%,"0,00%",11%,Pas de bac ES,Pas de bac L,7,Pas de bac STAV,Pas d'autres bacs,Excellente,601,"45,10%",Non,"41,78%",Saint-Martin-d'Hères ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Chimie, biochimie et ingénierie des biomolécules ; génie des procédés, du papier, des médias imprimés et des biomatériaux",71,93,34
0,  ESBS ,Maximale,"16,32","9,13","100,00%","22,22%",36,11,"0,00%",0,14 semaines,Non concerné,15,5,562,"19,86%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,,9 mois,"0,00%","51,72%",0,,Shanghai : 101-150 (Univ )|QS : 398 (Univ )|THE : 501-600 (Univ )|Webometrics : 2 (Univ )|Classement Shanghai Thématique,29000-32500 €,"47,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","63,64%","4,55%","0,00%","0,00%","0,00%","4,55%","27,27%","0,00%",Pas de prépa intégrée,Pas de prépa intégrée,13,25,"66,00%",4,16,7,"16,4",7,"15,9",NC,NC,NC,Pas de bac ES,Pas de bac L,Pas de bac STL,Pas de bac STAV,Pas d'autres bacs,Moyenne,610,"23,10%",Oui,"71,23%",Illkirch-Graffenstaden ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Bioingénierie, alimentation et ingénierie biomédicale ; ingénierie biologique",49,27,80
0,  ESIREM - Dijon ,Maximale,"15,12","6,39","92,90%","10,29%",45,22,"7,40%",21,37 semaines,Non concerné,46,49,1229,"14,53%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,,"2,60%","0,00%","2,5","9,09%",Shanghai : 501-600 (Univ )||THE : 501-600 (ComUE )|Webometrics : 20 (Univ )|Classement Shanghai Thématique,36500-40000 €,"8,20%","10,91%","7,27%","7,27%","0,00%","1,82%","27,27%","7,27%","0,00%","0,00%","0,00%","1,82%","5,45%","14,55%","16,37%",121,34,16,69,"58,00%",13,"12,8",42,"13,7",1,13,92%,"3,00%",5%,1,Pas de bac L,1,Pas de bac STAV,8,Forte,601,"39,90%",Oui,"23,65%","Dijon, Le Creusot",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénieurie informatique ; ingénierie électrique et de l'électronique ; Matériaux, métallurgie and ingénierie des polymères ; généraliste, génie physique et sciences de l'ingénieur",119,29,50
0,  INSA Centre Val de Loire ,Maximale,"15,3","11,84","73,00%","2,53%",66,31,"34,70%",282,44 semaines,Non concerné,49,10,4047,"21,51%",TOEIC : 785 ; IELTS : 6,Optionnel,6 mois,6 mois,"1,70%","0,00%","7,2","17,13%",Non présent dans les classements internationnaux,32500-36500 €,"10,10%","23,61%","5,15%","7,73%","3,00%","5,58%","19,31%","3,01%","2,15%","0,43%","0,86%","1,72%","10,30%","9,02%","8,16%",195,159,28,187,"50,00%",11,"12,2",114,14,14,"13,6",94%,"4,00%",2%,3,Pas de bac L,Pas de bac STL,1,2,Excellente,601,"39,90%",Oui,"28,01%","Blois, Bourges",0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Energie, risques et environnement ; expertise des risques industriels ; systèmes industriels ; sécurité et technologie de l'information ; architecture du paysage",351,34,19
0,  Polytech Lille ,Maximale,"15,69","7,14","84,90%","0,95%",103,57,"30,50%",316,30 semaines,Non concerné,47,12,9952,"13,11%",TOEIC : 785,Obligatoire et conditionnant l'obtention du diplôme,3 mois,2 mois,"0,30%","6,34%","3,5","6,16%",Shanghai : 401-500 (Univ )|QS : 751-800 (Univ )|THE : 601-800 (Univ )|Webometrics : 14 (Univ )|Classement Shanghai Thématique,32500-36500 €,"7,56%","3,77%","13,21%","2,36%","4,72%","4,24%","13,21%","1,41%","8,49%","0,47%","0,00%","1,41%","31,60%","9,43%","5,66%",149,124,76,286,"59,00%",10,"12,8",88,"13,8",31,"14,7",96%,"2,00%",2%,3,Pas de bac L,1,Pas de bac STAV,2,Excellente,610,"37,10%",Oui,"34,12%",Lille ,0,Public,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation","Ingénierie aéronautique et spatiale ; génie civil ; ingénierie électrique et de l'électronique ; génie industriel ; ingénierie des systèmes d'information ; matériaux, métallurgie, ingénierie des polymères ; ingénierie de l'optique et de la photonique ; bioingénierie, alimentation et ingénierie biomédicale ; ingénierie informatique ; ingénierie de construction ; ingénieur manager ; génie logiciel ; ingénierie aéronautique et spatiale - ingénierie mécanique",409,31,32
0,  ECE - Paris ,Maximale,"14,98","16,14","40,50%","6,16%",15,13,"13,40%",206,54 semaines,Non concerné,141,42,12250,"11,53%","TOEIC : 800 ; IELTS : 6,5",Obligatoire et conditionnant l'obtention du diplôme,6 mois,6 mois,"66,94%","18,86%",17,"4,50%",Non présent dans les classements internationnaux,plus de 40000 €,"20,28%","7,83%","0,00%","6,76%","8,19%","5,69%","24,20%","0,00%","0,00%","0,00%","0,00%","0,00%","25,62%","9,61%","12,10%",515,417,176,102,"15,00%",1,13,44,"13,6",23,"13,3",93%,"5,00%",2%,1,Pas de bac L,Pas de bac STL,Pas de bac STAV,12,Moyenne,9500,"17,00%",Oui,"22,85%","Paris, Lyon",0,Privé,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",Génie logiciel ; ingénierie électrique et de l'électronique ; généraliste,597,68,17
